# Generated by scripts/snapshot-opening-popularity.mjs
# source=https://chess-analysis.org/api/explore/lichess
# snapshot=2026-08-06T18:32:36.169Z
# variant=standard; speeds=blitz,rapid,classical; ratings=1200,1400,1600,1800,2000,2200,2500
# measuredParentDepth=4; deeper lines use documented 0.82-per-ply decay
uci	globalGames	globalShare
e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 b1c3 d8a5 c1d2	3076373	0.23506029
e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 b1c3 d8a5 c1e3	3076373	0.23506029
e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 b1c3 d8a5 d4d5	3076373	0.23506029
e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 d4c5 d8a5	3751675	0.28665894
e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 d4c5 d8a5 b1c3	3076373	0.23506029
e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 d4c5 d8a5 b1c3 g7c3 b2c3	2068554	0.15805460
e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 d4c5 d8a5 b1c3 g7c3 b2c3 a5c3	1696214	0.12960475
e2e4 c7c5 g1f3 g8f6	2401815	0.00854674
e2e4 c7c5 g1f3 g8f6 b1c3	914882	0.37899916
e2e4 c7c5 g1f3 g8f6 b1c3 d7d6 d2d4 c5d4 f3d4 a7a6 f1e2 e7e5 d4b3 c8e6 c1e3	125749	0.05209280
e2e4 c7c5 g1f3 g8f6 e4e5	726577	0.30099190
e2e4 c7c5 g1f3 g8f6 e4e5 f6d5 b1c3 d5c3	400611	0.16595718
e2e4 c7c5 g1f3 g8f6 e4e5 f6d5 b1c3 e7e6 c3d5 e6d5 d2d4 b8c6	181125	0.07503287
e2e4 c7c5 g1f3 h7h6	248646	0.00088479
e2e4 c7c5 g1h3	0	0.00000000
e2e4 c7c5 g2g3	2782552	0.00544836
e2e4 c7c5 g2g4	0	0.00000000
e2e4 c7c5 h2h4	0	0.00000000
e2e4 c7c6	190708355	0.07259511
e2e4 c7c6 b1c3	90000	0.26470588
e2e4 c7c6 b1c3 d7d5	11695666	0.89906611
e2e4 c7c6 b1c3 d7d5 d1f3	390271	0.03257440
e2e4 c7c6 b1c3 d7d5 d2d3 d5e4 c1g5	326277	0.02723307
e2e4 c7c6 b1c3 d7d5 g1f3	3375035	0.28170101
e2e4 c7c6 b1c3 d7d5 g1f3 c8g4	2767529	0.23099485
e2e4 c7c6 b1c3 d7d5 g1f3 c8g4 h2h3 g4f3	1860886	0.15532090
e2e4 c7c6 b1c3 d7d5 g1f3 c8g4 h2h3 g4h5	1860886	0.15532090
e2e4 c7c6 b1c3 d7d5 g1f3 d5e4 f3g5	2269374	0.18941580
e2e4 c7c6 b1c3 d7d5 h2h3	0	0.00000000
e2e4 c7c6 b2b3	0	0.00000000
e2e4 c7c6 b2b4	0	0.00000000
e2e4 c7c6 b2b4 d7d5 b4b5	2473	0.04811752
e2e4 c7c6 b2b4 e7e5 c1b2	956	0.24824721
e2e4 c7c6 c2c4	0	0.00000000
e2e4 c7c6 c2c4 d7d5	3995184	0.81339932
e2e4 c7c6 c2c4 d7d5 c4d5 c6d5 d1b3	1758265	0.43997356
e2e4 c7c6 c2c4 d7d5 e4d5 c6d5 c4d5 g8f6	592604	0.14828828
e2e4 c7c6 c2c4 d7d5 e4d5 d8d5	881326	0.22053566
e2e4 c7c6 c2c4 d7d5 e4e5	75602	0.01891801
e2e4 c7c6 c2c4 e7e5	171380	0.03489210
e2e4 c7c6 d2d3	0	0.00000000
e2e4 c7c6 d2d3 d7d5 b1d2 g7g6 g1f3 f8g7 g2g3 e7e5 f1g2 g8e7 e1g1 e8g8 b2b4	164168	0.03712268
e2e4 c7c6 d2d4	250000	0.73529412
e2e4 c7c6 d2d4 b8a6	0	0.00000000
e2e4 c7c6 d2d4 b8a6 b1c3 a6c7	8026	0.11966424
e2e4 c7c6 d2d4 d7d5	85229050	0.92014243
e2e4 c7c6 d2d4 d7d5 b1c3	90000	0.24324324
e2e4 c7c6 d2d4 d7d5 b1c3 b7b5	73800	0.19945946
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4	73800	0.19945946
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 g1f3 g8f6 e4g3	27361	0.07394865
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 e7f6	33367	0.09018108
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 e7f6 c2c3 f8d6 f1d3 e8g8 d1c2 h7h6	10144	0.02741622
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 e7f6 f1c4	27361	0.07394865
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 g7f6	33367	0.09018108
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4g5 h7h6 g5f7	27361	0.07394865
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 f1d3	40691	0.10997568
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 f1c4	60516	0.16355676
e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 f2f3	60516	0.16355676
e2e4 c7c6 d2d4 d7d5 b1c3 g7g6	73800	0.19945946
e2e4 c7c6 d2d4 d7d5 b1c3 g8f6	73800	0.19945946
e2e4 c7c6 d2d4 d7d5 b1d2	80000	0.21621622
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4	53792	0.14538378
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 b8d7	44109	0.11921351
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 b8d7 e4g5	36170	0.09775676
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 b8d7 e4g5 d7f6	29659	0.08015946
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 b8d7 e4g5 g8f6 f1d3 e7e6 g1f3 f8d6 d1e2 h7h6 g5e4 f6e4 e2e4	4971	0.01343514
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 b8d7 f1c4 g8f6 e4f6 d7f6	19943	0.05390000
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 b8d7 f1c4 g8f6 e4g5 e7e6 d1e2 d7b6	13410	0.03624324
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 b8d7 f1c4 g8f6 e4g5 e7e6 d1e2 d7b6 c4b3	10996	0.02971892
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5	44109	0.11921351
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 f2f4	24321	0.06573243
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 g1h3	24321	0.06573243
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 h2h4	24321	0.06573243
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 h2h4 h7h6 g1f3 b8d7	13410	0.03624324
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 h2h4 h7h6 g1f3 b8d7 h4h5	10996	0.02971892
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 h2h4 h7h6 g1f3 b8d7 h4h5 g6h7 f1d3 h7d3 d1d3 e7e6 c1d2 g8f6 e1c1 f8e7	1843	0.00498108
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g3 f5g6 h2h4 h7h6 g1f3 b8d7 h4h5 g6h7 f1d3 h7d3 d1d3 g8f6 c1d2 e7e6 e1c1 f8d6	1843	0.00498108
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 c8f5 e4g5 f5g6 g1f3 h7h6 g5e6	16353	0.04419730
e2e4 c7c6 d2d4 d7d5 b1d2 d5e4 d2e4 h7h6	44109	0.11921351
e2e4 c7c6 d2d4 d7d5 b1d2 d8b6	65600	0.17729730
e2e4 c7c6 d2d4 d7d5 c1e3	0	0.00000000
e2e4 c7c6 d2d4 d7d5 e4d5	60000	0.16216216
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5	49200	0.13297297
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c1f4	40344	0.10903784
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4	40344	0.10903784
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3	27127	0.07331622
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 b8c6	22244	0.06011892
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 b8c6 c1g5 d5c4 d4d5 c6a5	10057	0.02718108
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 b8c6 c1g5 d8a5	14957	0.04042432
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 b8c6 c1g5 d8b6	14957	0.04042432
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 b8c6 c1g5 e7e6	14957	0.04042432
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 b8c6 g1f3 c8g4	14957	0.04042432
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 e7e6	22244	0.06011892
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 e7e6 g1f3 f8b4	14957	0.04042432
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 g7g6	22244	0.06011892
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 b1c3 g7g6 c4d5 f8g7	14957	0.04042432
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 c4c5	27127	0.07331622
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 b8c6 c2c3 g8f6 c1f4	18240	0.04929730
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 g1f3 b8c6	33082	0.08941081
e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 g2g4	40344	0.10903784
e2e4 c7c6 d2d4 d7d5 e4e5	140000	0.37837838
e2e4 c7c6 d2d4 d7d5 e4e5 c6c5	114800	0.31027027
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 b1c3	94136	0.25442162
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 b1c3 d8b6	77192	0.20862703
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 b1c3 e7e6 g2g4 f5g6 g1e2 c6c5 h2h4	28618	0.07734595
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 b2b4	94136	0.25442162
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 c2c3 e7e6 f1e2	63297	0.17107297
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1e2	94136	0.25442162
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g1f3	94136	0.25442162
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g2g4	94136	0.25442162
e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 h2h4	94136	0.25442162
e2e4 c7c6 d2d4 d7d5 f1d3 g8f6 e4e5 f6d7 e5e6	0	0.00000000
e2e4 c7c6 d2d4 d7d5 f2f3	0	0.00000000
e2e4 c7c6 d2d4 d7d5 f2f3 d5e4 f3e4 e7e5 g1f3 e5d4 f1c4	0	0.00000000
e2e4 c7c6 d2d4 d7d5 g1f3 d5e4 f3g5	0	0.00000000
e2e4 c7c6 d2d4 f7f5	0	0.00000000
e2e4 c7c6 d2d4 g8f6	274631	0.00296495
e2e4 c7c6 f1c4	0	0.00000000
e2e4 c7c6 f1c4 d7d5 c4b3 d5e4 d1h5	286429	0.02492779
e2e4 c7c6 g1f3 d7d5 d2d3	1846626	0.03751516
e2e4 c7c6 g1f3 d7d5 d2d3 d5e4 d3e4 d8d1 e1d1	834900	0.01696143
e2e4 c7c6 g1f3 d7d5 e4d5 c6d5 f3e5	20369910	0.41382528
e2e4 c7c6 g2g4	0	0.00000000
e2e4 c7c6 g2g4 d7d5 b1c3 d5e4 d2d3	659	0.02198352
e2e4 d7d5	233223640	0.08877899
e2e4 d7d5 b1c3 d5e4 c3e4 e7e5	2552556	0.77706572
e2e4 d7d5 b2b3	0	0.00000000
e2e4 d7d5 b2b4	0	0.00000000
e2e4 d7d5 e4d5 c7c6	7187521	0.04316153
e2e4 d7d5 e4d5 c7c6 d5c6 b8c6	4025348	0.56031519
e2e4 d7d5 e4d5 c7c6 d5c6 e7e5	4025348	0.56031519
e2e4 d7d5 e4d5 d8d5	116332793	0.69858601
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5	71239754	0.61260423
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 b2b4	58416598	0.50233546
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5	47901611	0.41191508
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5 d4e5 b8c6 g1f3 f8b4 c1d2	17759036	0.15271334
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5 g1f3	39279321	0.33777037
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5 g1f3 c8g4	32209043	0.27697170
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6	47901611	0.41191508
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c8f5	32209043	0.27697170
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c8f5 f3e5 c7c6 g2g4	17759036	0.15271334
e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 g1f3 c8g4 h2h3	26411415	0.22711679
e2e4 d7d5 e4d5 d8d5 b1c3 d5d6	71239754	0.61260423
e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 c7c6	47901611	0.41191508
e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 g8f6 f1c4 c7c6 g1e2 c8f5 c1f4 d6b4	14562409	0.12522493
e2e4 d7d5 e4d5 d8d5 b1c3 d5d6 d2d4 g8f6 g1f3 a7a6	32209043	0.27697170
e2e4 d7d5 e4d5 d8d5 b1c3 d5d8	71239754	0.61260423
e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 d2d4 g8f6 g1f3 c7c6	32209043	0.27697170
e2e4 d7d5 e4d5 d8d5 b1c3 d5d8 d2d4 g8f6 g1f3 c8g4	32209043	0.27697170
e2e4 d7d5 e4d5 e7e5 d5e6 c8e6	228531	0.35105795
e2e4 d7d5 e4d5 g8f6	37265293	0.22378052
e2e4 d7d5 e4d5 g8f6 c2c4 c7c6	6247560	0.16773703
e2e4 d7d5 e4d5 g8f6 c2c4 e7e6	6247560	0.16773703
e2e4 d7d5 e4d5 g8f6 d2d4	6858949	0.18415185
e2e4 d7d5 e4d5 g8f6 d2d4 c7c6 d5c6 e7e5	3781805	0.10153544
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4	5624338	0.15100451
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f1b5 b8d7 b5e2	3101080	0.08325905
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f1b5 c7c6	3781805	0.10153544
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f1e2	4611957	0.12382369
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f2f3 g4f5 c2c4	3101080	0.08325905
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f2f3 g4f5 f1b5 b8d7 b1c3	2085166	0.05598338
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f2f3 g4f5 f1b5 b8d7 c2c4	2085166	0.05598338
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f2f3 g4f5 g2g4	3101080	0.08325905
e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 g1f3	4611957	0.12382369
e2e4 d7d5 e4d5 g8f6 d2d4 f6d5	5624338	0.15100451
e2e4 d7d5 e4d5 g8f6 d2d4 f6d5 c2c4 d5b4	3781805	0.10153544
e2e4 d7d5 e4d5 g8f6 d2d4 f6d5 g1f3 c8g4	3781805	0.10153544
e2e4 d7d5 e4d5 g8f6 d2d4 f6d5 g1f3 g7g6	3781805	0.10153544
e2e4 d7d5 e4d5 g8f6 d2d4 g7g6	5624338	0.15100451
e2e4 d7d5 e4d5 g8f6 d2d4 g7g6 c2c4 b7b5	3781805	0.10153544
e2e4 d7d5 g1f3	0	0.00000000
e2e4 d7d5 g1f3 d5e4 f3g5 g8f6 b1c3 c8f5 d1e2 d8d4	4245449	0.29640112
e2e4 d7d6	90838877	0.03457876
e2e4 d7d6 d2d4	120000	0.63157895
e2e4 d7d6 d2d4 b8d7	2708683	0.05247998
e2e4 d7d6 d2d4 e7e5	3299659	0.06392998
e2e4 d7d6 d2d4 f7f5	541441	0.01049027
e2e4 d7d6 d2d4 g8f6	26438669	0.51224189
e2e4 d7d6 d2d4 g8f6 b1c3 b8d7	14816322	0.55619088
e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4	12149384	0.45607652
e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4 e7e5	9962495	0.37398275
e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4 e7e5 g1f3 e5d4 d1d4 c7c6 f1c4 d6d5	3028665	0.11369325
e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 g1f3 e7e5 f1c4 f8e7 d4e5 d6e5 c4f7	3693494	0.13865031
e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 g2g4	12149384	0.45607652
e2e4 d7d6 d2d4 g8f6 b1c3 c7c6	14816322	0.55619088
e2e4 d7d6 d2d4 g8f6 b1c3 e7e5 g1f3 b8d7 f1c4 f8e7 e1g1 e8g8 d1e2 c7c6 a2a4 e5d4	2036474	0.07644733
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6	14816322	0.55619088
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1e3 c7c6 d1d2	8169246	0.30666586
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1e3 c7c6 d1d2 c8g4	6698781	0.25146598
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1e3 c7c6 h2h3	8169246	0.30666586
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1g5	12149384	0.45607652
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f1c4	12149384	0.45607652
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f1e2 f8g7 g2g4	8169246	0.30666586
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f1e2 f8g7 h2h4	8169246	0.30666586
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4	12149384	0.45607652
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 f1c4	8169246	0.30666586
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 c7c5	6698781	0.25146598
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8	6698781	0.25146598
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 c1e3	5493001	0.20620212
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 e4e5	5493001	0.20620212
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 e4e5 f6d7 h2h4	3693494	0.13865031
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3	5493001	0.20620212
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3	12149384	0.45607652
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7	9962495	0.37398275
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2	8169246	0.30666586
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 b8c6	4504261	0.16908575
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c7c6	4504261	0.16908575
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c8g4	4504261	0.16908575
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 h2h3	8169246	0.30666586
e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g2g3	12149384	0.45607652
e2e4 d7d6 d2d4 g8f6 f2f3	927754	0.03482702
e2e4 d7d6 d2d4 g8f6 g1f3	384339	0.01442773
e2e4 d7d6 f2f4	20000	0.10526316
e2e4 d7d6 f2f4 d6d5 e4d5 g8f6	7317	0.22305887
e2e4 d7d6 g2g4	0	0.00000000
e2e4 d7d6 h2h4	0	0.00000000
e2e4 e7e5	1115135347	0.42448780
e2e4 e7e5 a2a3	0	0.00000000
e2e4 e7e5 b1c3	150000	0.10791367
e2e4 e7e5 b1c3 b8c6	23036583	0.36257272
e2e4 e7e5 b1c3 b8c6 d2d4	100029	0.00410812
e2e4 e7e5 b1c3 b8c6 d2d4 f7f5	82024	0.00336867
e2e4 e7e5 b1c3 b8c6 f1c4 f8c5 d1g4 d8f6 c3d5	3766931	0.15470524
e2e4 e7e5 b1c3 b8c6 f1c4 g8f6	6831973	0.28058439
e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 d2d3 f8b4 g1e2	3766931	0.15470524
e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 f2f4 f6e4 g1f3	3766931	0.15470524
e2e4 e7e5 b1c3 b8c6 f2f4	2765485	0.11357655
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4	1859512	0.07636887
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2	1250336	0.05135043
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 b7b6	1025275	0.04210733
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 d7d5	1025275	0.04210733
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 d7d6	1025275	0.04210733
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 g7g5	1025275	0.04210733
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3	1859512	0.07636887
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 f8e7	1524800	0.06262248
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 d2d4	1250336	0.05135043
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 d2d4 g5g4 f1c4 g4f3 e1g1 d7d5 e4d5 c8g4 d5c6	255586	0.01049674
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1	840726	0.03452803
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3	689395	0.02831297
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 c6e5 f3f4 d8f6	311691	0.01280093
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5	840726	0.03452803
e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 d7d6	689395	0.02831297
e2e4 e7e5 b1c3 b8c6 f2f4 f8c5 f4e5 d7d6	1524800	0.06262248
e2e4 e7e5 b1c3 b8c6 g2g3	804639	0.03304597
e2e4 e7e5 b1c3 b8c6 g2g3 f8c5 f1g2 h7h5 g1f3 h5h4	298312	0.01225147
e2e4 e7e5 b1c3 b8c6 g2g3 g8f6 f1g2 f8c5 g1e2 d7d5	298312	0.01225147
e2e4 e7e5 b1c3 d7d6 f2f4	864896	0.12502870
e2e4 e7e5 b1c3 f8b4 d1g4 g8f6	25998	0.01006535
e2e4 e7e5 b1c3 f8c5	5898200	0.09283176
e2e4 e7e5 b1c3 f8c5 c3a4	0	0.00000000
e2e4 e7e5 b1c3 f8c5 d1g4	64971	0.01102310
e2e4 e7e5 b1c3 g8f6	19869452	0.31272526
e2e4 e7e5 b1c3 g8f6 a2a3	270682	0.01142429
e2e4 e7e5 b1c3 g8f6 f1c4	4339637	0.18315682
e2e4 e7e5 b1c3 g8f6 f1c4 f6e4	3558502	0.15018858
e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 b8c6 c3b5 g7g6 h5f3 f7f5 f3d5 d8e7 b5c7 e8d8 c7a8 b7b6	221137	0.00933321
e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 b8c6 d2d4	1319279	0.05568091
e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 f8e7	1608876	0.06790352
e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 f8e7 g1f3 b8c6 f3e5	887083	0.03743984
e2e4 e7e5 b1c3 g8f6 f1c4 f8b4	3558502	0.15018858
e2e4 e7e5 b1c3 g8f6 f1c4 f8c5 d2d3	2917972	0.12315465
e2e4 e7e5 b1c3 g8f6 f1c4 f8c5 g1e2 b7b5	2392737	0.10098681
e2e4 e7e5 b1c3 g8f6 f2f4	7064001	0.29814014
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5	5792481	0.24447492
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 d2d3	4749834	0.20046942
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 e4d5 e5e4 d2d3 f8b4 c1d2 e4e3	1760953	0.07432201
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3	3193789	0.13479566
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3 f7f5	2618907	0.11053244
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3 f7f5 d2d4	2147503	0.09063657
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d2d3	3193789	0.13479566
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d2d3 d8h4 g2g3 e4g3 g1f3 h4h5 c3d5	970933	0.04097877
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 g1f3 c8g4 d1e2	2147503	0.09063657
e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 g1f3 f8e7	2618907	0.11053244
e2e4 e7e5 b1c3 g8f6 g2g3	654098	0.02760657
e2e4 e7e5 b1c3 g8f6 g2g3 d7d5 e4d5 c7c6	360649	0.01522139
e2e4 e7e5 b1c3 g8f6 g2g3 f8c5 f1g2 b8c6 g1e2 d7d5 e4d5	198850	0.00839258
e2e4 e7e5 b2b3	0	0.00000000
e2e4 e7e5 c2c3	0	0.00000000
e2e4 e7e5 c2c3 d7d5 d1h5 f8d6	0	0.00000000
e2e4 e7e5 c2c3 f7f5	116916	0.01517524
e2e4 e7e5 c2c4	0	0.00000000
e2e4 e7e5 c2c4 d7d5	33611	0.00573495
